label,accession,type,start,end,notes
7kol,6,6,6,6,6
7kph,2,2,2,2,2
7kqb,5,5,5,5,5
7kqe,5,5,5,5,5
7kqo,2,2,2,2,2
7kqp,2,2,2,2,2
7kqw,10,10,10,10,10
7kr0,2,2,2,2,2
7kr1,4,4,4,4,4
7kri,2,2,2,2,2
7krn,19,19,19,19,19
7kro,19,19,19,19,19
7krp,15,15,15,15,15
7krq,1,1,1,1,1
7krr,3,3,3,3,3
7krs,1,1,1,1,1
7krx,11,11,11,11,11
7ks9,3,3,3,3,3
7ksg,3,3,3,3,3
7kvl,4,4,4,4,4
7kvr,4,4,4,4,4
7kx5,4,4,4,4,4
7kxb,4,4,4,4,4
7kxj,3,3,3,3,3
7kxk,3,3,3,3,3
7kyu,8,8,8,8,8
7l02,2,2,2,2,2
7l06,2,2,2,2,2
7l09,2,2,2,2,2
7l0d,4,4,4,4,4
7l10,8,8,8,8,8
7l11,2,2,2,2,2
7l12,4,4,4,4,4
7l13,4,4,4,4,4
7l14,2,2,2,2,2
7l1f,18,18,18,18,18
7l2d,3,3,3,3,3
7l2e,1,1,1,1,1
7l2f,3,3,3,3,3
7l3n,3,3,3,3,3
7l56,3,3,3,3,3
7l57,3,3,3,3,3
7l58,5,5,5,5,5
7l5d,4,4,4,4,4
7l6r,12,12,12,12,12
7l6t,8,8,8,8,8
7l7k,3,3,3,3,3
7l8i,4,4,4,4,4
7l8j,4,4,4,4,4
7laa,2,2,2,2,2
7lab,2,2,2,2,2
7lb7,2,2,2,2,2
7lbn,4,4,4,4,4
7lbr,1,1,1,1,1
7lbs,1,1,1,1,1
7lc8,1,1,1,1,1
7lcn,2,2,2,2,2
7lco,2,2,2,2,2
7lcs,2,2,2,2,2
7lct,2,2,2,2,2
7ld1,2,2,2,2,2
7ldl,2,2,2,2,2
7ldx,4,4,4,4,4
7lfe,4,4,4,4,4
7lfp,4,4,4,4,4
7lfz,2,2,2,2,2
7lg2,2,2,2,2,2
7lg3,2,2,2,2,2
7lg7,4,4,4,4,4
7lgd,1,1,1,1,1
7lgo,4,4,4,4,4
7ljr,3,3,3,3,3
7lkd,4,4,4,4,4
7lke,4,4,4,4,4
7lkr,6,6,6,6,6
7lks,6,6,6,6,6
7lkt,6,6,6,6,6
7lku,4,4,4,4,4
7lkv,6,6,6,6,6
7lkw,6,6,6,6,6
7lkx,6,6,6,6,6
7llf,1,1,1,1,1
7llz,2,2,2,2,2
7lmc,4,4,4,4,4
7lmd,4,4,4,4,4
7lme,4,4,4,4,4
7lmf,4,4,4,4,4
7los,2,2,2,2,2
7lqv,1,1,1,1,1
7lqw,3,3,3,3,3
7lrt,3,3,3,3,3
7ls9,1,1,1,1,1
7lss,3,3,3,3,3
7ltj,2,2,2,2,2
7ltu,1,1,1,1,1
7lux,1,1,1,1,1
7luz,1,1,1,1,1
7lv2,1,1,1,1,1
7lw3,8,8,8,8,8
7lw4,9,9,9,9,9
7lwi,3,3,3,3,3
7lwj,3,3,3,3,3
7lwk,3,3,3,3,3
7lwl,3,3,3,3,3
7lwm,3,3,3,3,3
7lwn,3,3,3,3,3
7lwo,3,3,3,3,3
7lwp,3,3,3,3,3
7lwq,3,3,3,3,3
7lws,3,3,3,3,3
7lwt,3,3,3,3,3
7lwu,3,3,3,3,3
7lwv,3,3,3,3,3
7lww,3,3,3,3,3
7lxy,3,3,3,3,3
7lxz,3,3,3,3,3
7ly2,3,3,3,3,3
7lyh,4,4,4,4,4
7lyi,6,6,6,6,6
7lyk,3,3,3,3,3
7lyl,3,3,3,3,3
7lym,3,3,3,3,3
7lyn,3,3,3,3,3
7lyo,3,3,3,3,3
7lyp,3,3,3,3,3
7lyq,3,3,3,3,3
7lzt,6,6,6,6,6
7lzu,6,6,6,6,6
7lzv,6,6,6,6,6
7lzw,6,6,6,6,6
7lzx,4,4,4,4,4
7lzy,6,6,6,6,6
7lzz,6,6,6,6,6
7m00,10,10,10,10,10
7m01,6,6,6,6,6
7m02,6,6,6,6,6
7m03,6,6,6,6,6
7m04,6,6,6,6,6
7m0j,3,3,3,3,3
7m1y,5,5,5,5,5
7m2p,4,4,4,4,4
7m4r,2,2,2,2,2
7m53,3,3,3,3,3
7m6e,3,3,3,3,3
7m6f,3,3,3,3,3
7m6g,3,3,3,3,3
7m6h,3,3,3,3,3
7m6i,3,3,3,3,3
7m8k,3,3,3,3,3
7m8m,4,4,4,4,4
7m8n,4,4,4,4,4
7m8o,8,8,8,8,8
7m8p,4,4,4,4,4
7m8u,1,1,1,1,1
7m8x,8,8,8,8,8
7m8y,6,6,6,6,6
7m8z,12,12,12,12,12
7m90,32,32,32,32,32
7m91,8,8,8,8,8
7mbg,4,4,4,4,4
7mbi,2,2,2,2,2
7mc5,9,9,9,9,9
7mc6,13,13,13,13,13
7me0,4,4,4,4,4
7mgr,5,5,5,5,5
7mgs,5,5,5,5,5
7mhf,2,2,2,2,2
7mhg,2,2,2,2,2
7mhh,2,2,2,2,2
7mhi,2,2,2,2,2
7mhj,2,2,2,2,2
7mhk,2,2,2,2,2
7mhl,2,2,2,2,2
7mhm,2,2,2,2,2
7mhn,2,2,2,2,2
7mho,2,2,2,2,2
7mhp,2,2,2,2,2
7mhq,2,2,2,2,2
7mjg,3,3,3,3,3
7mjh,3,3,3,3,3
7mjj,3,3,3,3,3
7mjk,3,3,3,3,3
7mjm,3,3,3,3,3
7mkl,2,2,2,2,2
7mm0,3,3,3,3,3
7mng,2,2,2,2,2
7mpb,2,2,2,2,2
7mrr,2,2,2,2,2
7msw,4,4,4,4,4
7msx,14,14,14,14,14
7mtc,3,3,3,3,3
7mtd,3,3,3,3,3
7mte,3,3,3,3,3
7my2,3,3,3,3,3
7my3,3,3,3,3,3
7my8,1,1,1,1,1
7n06,2,2,2,2,2
7n0b,14,14,14,14,14
7n0c,12,12,12,12,12
7n0d,14,14,14,14,14
7n0g,3,3,3,3,3
7n0h,3,3,3,3,3
7n0i,1,1,1,1,1
7n0r,1,1,1,1,1
7n1b,1,1,1,1,1
7n1e,1,1,1,1,1
7n1q,3,3,3,3,3
7n1t,1,1,1,1,1
7n1u,3,3,3,3,3
7n1v,3,3,3,3,3
7n1w,3,3,3,3,3
7n1x,3,3,3,3,3
7n1y,3,3,3,3,3
7n33,2,2,2,2,2
7n3c,1,1,1,1,1
7n3d,5,5,5,5,5
7n44,12,12,12,12,12
7n5z,3,3,3,3,3
7n6n,7,7,7,7,7
7n7r,2,2,2,2,2
7n7u,2,2,2,2,2
7n7w,2,2,2,2,2
7n7y,2,2,2,2,2
7n83,2,2,2,2,2
7n89,3,3,3,3,3
7n8c,2,2,2,2,2
7n8h,3,3,3,3,3
7n9b,3,3,3,3,3
7n9c,3,3,3,3,3
7n9e,3,3,3,3,3
7nbr,4,4,4,4,4
7nbs,4,4,4,4,4
7nby,4,4,4,4,4
7nd3,3,3,3,3,3
7nd4,3,3,3,3,3
7nd5,3,3,3,3,3
7nd6,3,3,3,3,3
7nd7,3,3,3,3,3
7nd8,3,3,3,3,3
7nd9,5,5,5,5,5
7nda,3,3,3,3,3
7ndb,3,3,3,3,3
7ndc,3,3,3,3,3
7ndd,3,3,3,3,3
7nev,4,4,4,4,4
7nf5,4,4,4,4,4
7nfv,2,2,2,2,2
7ng3,2,2,2,2,2
7ng6,4,4,4,4,4
7nio,8,8,8,8,8
7nn0,8,8,8,8,8
7nng,14,14,14,14,14
7nt1,4,4,4,4,4
7nt2,4,4,4,4,4
7nt3,4,4,4,4,4
7nt9,3,3,3,3,3
7nta,3,3,3,3,3
7ntc,3,3,3,3,3
7ntk,2,2,2,2,2
7ntv,4,4,4,4,4
7nuk,2,2,2,2,2
7nw2,2,2,2,2,2
7o7y,5,5,5,5,5
7o7z,5,5,5,5,5
7o80,5,5,5,5,5
7o81,5,5,5,5,5
7oan,3,3,3,3,3
7ofs,2,2,2,2,2
7oft,2,2,2,2,2
7ofu,1,1,1,1,1
7oyg,28,28,28,28,28
7ozu,28,28,28,28,28
7ozv,28,28,28,28,28
7p77,3,3,3,3,3
7p78,3,3,3,3,3
7p79,3,3,3,3,3
7p7a,3,3,3,3,3
7p7b,5,5,5,5,5
7r7h,2,2,2,2,2
7r8m,3,3,3,3,3
7r8n,3,3,3,3,3
7r8o,3,3,3,3,3
7r98,3,3,3,3,3
7ra8,3,3,3,3,3
7rb0,4,4,4,4,4
7rb2,4,4,4,4,4
7rkv,3,3,3,3,3
7rn0,4,4,4,4,4
7rn1,4,4,4,4,4
7rnj,1,1,1,1,1
7rqg,4,4,4,4,4
7rw2,3,3,3,3,3
7rzc,2,2,2,2,2
7s3k,2,2,2,2,2
7s3s,2,2,2,2,2
7s4b,2,2,2,2,2
CATH-B domains,15,15,15,15,15
Helicase nsp13,1,1,1,1,1
Helix,256,256,256,256,256
Host translation inhibitor nsp1,2,2,2,2,2
MobiDB,8,8,8,8,8
Non-structural protein 10,2,2,2,2,2
Non-structural protein 11,1,1,1,1,1
Non-structural protein 2,2,2,2,2,2
Non-structural protein 4,2,2,2,2,2
Non-structural protein 6,2,2,2,2,2
Non-structural protein 7,2,2,2,2,2
Non-structural protein 8,2,2,2,2,2
Non-structural protein 9,2,2,2,2,2
Papain-like protease nsp3,2,2,2,2,2
Pfam domains,76,76,76,76,76
Proofreading exoribonuclease nsp14,1,1,1,1,1
RNA-directed RNA polymerase nsp12,1,1,1,1,1
SWISS-MODEL,100,100,100,100,100
Strand,285,285,285,285,285
Uridylate-specific endoribonuclease nsp15,1,1,1,1,1
